score,comment,serving,rbid,rbbrewer,created_at
4.1,"oak barrel @ schlenkerla in bamberg as well as millions of bottles.  Dark burgundy and brown colored body with a small film of a tan head.  Spicy flavor, full of spicy yeast up front, and if can you believe this, there’s not a lot of smoke up front on the first sip... that changes soon.  The meaty salami flavor shows up very strong, and the palate is mostly crisp and spicy, which is really nice.  The smoked meat and smoked cheese flavors are divine... reminds me of elk camp, and really this is a beer I have to bring to elk camp again this year.  The nose is more of the same meaty salami scent, but it’s crazy delicious.  Up front there’s a ton of huge biscuity malts, then it turns to a smooth long-lasting smoked ham and salami flavor into the finish.  edit: november 2011 oak barrel at schlenkerla, um, what happened guys?  dull, rough, even fizzy?  nooo!",,6349,213,'2006-08-24 00:00:00'
4.3,"Draft at Fränkisches Bierfest in Nürnberg.
Dunkles naturtrüb kellerbier.
Beautiful sea foam off-white head atop a gorgeously hazy chestnut-colored body.
Cookie-ish malty aroma of baked bread, spiced apples, cinnamon, toast, caramel.
Hoppy and juicy in a mandarin orange / maraschino cherry way.
Rich, sweet malt showing great firmness throughout.
Creamy, soft, filling carbonation.
Wonderfully expressive with no noticeable brewing flaws.
Bread crusts, tangy apricot / tangerine / mandarin orange hop flavors
Very juicy, very soft and very luscious. Fantastic-looking pour.
A favorite from the fest.  Yeastier than most dunkles kellerbier, but the flavor and aroma are so vibrant and expressive, and the malt texture is ridiculously soft.  In the kellerbier you could see they were close, and I was probably harsher in my rating there than I should be, given the noticeable difference between kegs one day versus the next.  So, the helles Kellerbier was *almost* in that high-3-to-low-4 range, if only the laundry soap and starchy malt was taken care of.  The Stöffla is proof they are capable of amazing beer.",,157802,10556,'2013-06-10 00:00:00'
2.8,"bottle in november 2012, best by date january 2013, bottled july 2012. dark brown body with a small tan head. toasty, chalky and lightly roast-focused flavor and aroma with touches of flint, black pepper and battery residue. mostly sweet with appropriately heavy froth, medium-light body.  shows some more of the paint and metal notes late, with a pasty and yeasty finish. the oxidized black malt is very apparent.  a sad miss from this talented brewer.",,1710,305,'2013-01-15 00:00:00'
4,"Perfectly clear deep gold color, sizeable white head with large bubbles popping and leaving a spider web of lacing on the glass.  Nose is a bit stenchy, with some assertive buttered biscuit malt scents and some more subtle dough, creame and even lemons or oranges... with the smoke character coming out as it warms.  Grassy, vegetal hops as well, and a small hint of charred and smoked corn when cold, more full in the nose when warm.  Slick and oily up front, then drying and almost peppery on the back of the tongue.  Dried out quickly into the finish.  The smoke I think works well with the more light and oily biscuit malt flavors.  It certainly stands out from both regular rauchbier and from helles.",,16402,213,'2007-05-24 00:00:00'
3.5,"Draft at Fränkisches Bierfest in Nürnberg.
Hazy rich yellow body, fine white head.
Lemon pith / juice hop character to the nose.
Some dish soap esters (okay) and laundry detergent (not okay).
Floral, tart lemon and pils malt flavor.
Waxy / oily at times; yeasty and dirty.
Starchy, rough grain malt texture
Finish of sharp lemon-scented laundry soap finish.
Second try a day or two later still had some of the same off-notes but they weren’t as bullish.",,105574,10556,'2013-06-10 00:00:00'
2.8,"Bottle had in November 2012, best by date January 2013.
kind of a dead pour, little head formation at the onset with only a small ring after about 10 seconds.  stewy semi-sweet apple juice of an aroma. low carbonation, medium bitter. herbal, grassy, light apple juice malt, light chemical cleaner touches,  seems not in good shape.  I hesitate to rate this one because it seems a poor showing and I know this brewery is capable of a better product but sometimes a dud is a dud.",,1713,305,'2013-06-08 00:00:00'
3.9,"bottle.  lightly hazed dull caramel body with a medium-sized off-white head.  requisite hearty and slightly-sweet smelling smoked pork belly nose complete with husky cracked and toasted grains, transparent yeast and indiscernable hop aromatics.  not having the ruachbier marzen side-by-side i can’t make a clear and detailed comparison of the smoked oak vs. beechwood character, but the smoke is hearty and leathery, leaning a bit more towards sweet-glazed smoked meat with a lighter smoked wood / campfire character.  medium-full body, moderately chewy with a silken texture across the middle but showing some roughness on the edges.  a nice variant from one of the world’s great brewing treasures, but a proper comparison with the marzen and urbock would definitely help dial in the evaluation here.",,110514,213,'2011-10-29 00:00:00'
2.6,"Draft at the brewery. Clear gold, light effervescence. Cig filter mineral / metal dirtiness covering a peaked pale malt / saltine cracker core. Light body, sweet flavor, low bitterness , lightly toasty. Some husky pale grains and used cigarette carbon filters. Simple helles with saccharine sweetness.",,1705,305,'2013-11-24 00:00:00'
3.7,"draft. multiple glasses at Churchkey in DC, Feb2012.  this is the helles lager krausened with young marzen wort.  appearance is a turbid dull light orange.  a  patchy white head diminishes into a fine-bubbled layer of foam after a few moments.  the nose is mild and neutral with sweet grains (pils malt sweet honey/biscuit character with a light touch of munich/vienna toffee charater), low hop bitterness and moderate yeast presence (mild banana, mild floral esters); what’s more surprising is just how frothy and apparently &quot;dense&quot; it becomes after kruausening (comparing to the base helles), at least up front and across the middle. this is a beer that seems remarkably light and restrained but with an apparent weight and roundness to the mouthfeel (again, across the middle); it’s *almost* right where I want it, only needing a bit more depth late (it’s noticeably watery and thin on the back) and perhaps with a touch less green (sweet wort) character.  the mild smoke present in the regular helles is more muted here given the presence of yeast, no surprise.  flavor-wise this is quite easy to enjoy and session, however through multiple glasses I never felt that it was together enough; a little too muted and a lot less clean and snappy compared to the helles.  still, minor complaints.  it is a joy to drink unfiltered German lager from the keg here in the states, and I would happily drink as much of this as I could.",,146702,213,'2012-04-11 00:00:00'
3.6,"Draft @ Rustico.  Dark rusty red/amber color, slightly hazy.  Extremely fresh, robust, lucious, frothy and delicious beer... the smoke is very well balanced, it’s not the dominant character of this beer, more like the 3rd or 4th thing you notice... it’s a smoky wheat bread crust flavor, slightly meaty, very chewy, bready, fresh, and delicious... beautiful play of the malt, wonderfully resinous, with a smokiness that goes from mild and nearly unnoticeable up front to more prominent over the middle to nearly coating the tongue in the finish.
2013 update: I’ve had it old now from a shameless bar in San Diego.  I hear some bars sit on it for 3-6 months.  It needs to be fresh, just like the helles, marzen and wheat. So it feels like it could be anywhere between 4.2 and 3.2 depending on the shape it’s in.  Schlenkerla does produce some dud batches now and then, I’ve seen it in their rauch bock and marzen. So it could just be a poor batch from 2012.",,43277,213,'2008-03-20 00:00:00'
3.6,"500ml bottle.  Soft smokiness to the nose, definitely the wheat is prominent.  Cheesy smoky flavor, mild, soft, chewy, pillowy even, decent but nothing great.  Chewy, lightly sweet even, i don’t really know what to think of this, it doesn’t really go far enough with the smoke, and it also doesn’t go far enough with the wheat and cheese/yeast aspect, but it’s still really delicious.",,8565,213,'2008-03-22 00:00:00'
3.8,"draft at Hennemann in Sambach.  hazy rich yellow with a soft white head. vibrant lemon juice and wildflower / lavender perfume nose with a strong juicy German hop character and softer touches of mint and cut field grass. the rind and pith character becomes stronger as the lemon juice seems to subside when it breathes out a bit.  very expressive. medium body with filling, creamy, frothy carbonation, fluffing the soft malt before the zingy, tangy, lemon and dandelion hop acids wash the mouth clean.  quenching acidity, very minerallic and sulfuric, and quite bitter for a German pils.  dry body with only minor yeast noticed in the finish. honey dew and lemon oil and white pepper flavors linger in an oily coating of the mouth.  lovely stuff all around.  another of these well-hopped German pilsners where the intended audience seems to be non-Germans.  let’s hope this trend continues.",,182080,4853,'2013-05-22 00:00:00'
3.8,"draft at Hennemann in Sambach.  called Zwicklbier dunkel.  amber body, lightly hazed and effervescent with a small off-white head. beautiful initial whiff of Munich malt cookie batter and sweet pastry with toasty, minerally. nice firmness. rich and succulent cookie and honey malt showcase. there’s actually some gamey notes and a small corn twang that creeps up as it sits in the glass, but even that is pretty pleasant.  this is a Munich malt lager with only a small amount of yeast, and it’s absolutely delicious.",,35646,4853,'2013-05-19 00:00:00'
3.5,"draft at Hennemann in Sambach.  cloudy light golden wheat body with a creamy white head. banana candy and perfumed clove ester-heavy nose with touches of light white pepper and sweet muffin/pastry with more minor potato starch and bubble bath notes, though all-together it’s very bright and fresh smelling. medium-light body, mostly dry, lightly starchy / prickly mouthfeel.  citrus zest acids are enjoyable and the carbonation is soft. it opens up with more lemon juiciness in the nose which is quite enjoyable.  overall a very soft, very well-made weizen.",,103435,4853,'2013-05-22 00:00:00'
3.8,"Bottle at Herrmann Keller in Ampferbach. Phenolic banana, clove, white pepper aroma, very juicy and pulpy orange / lemon expression. Off-dry, quenching acid, zesty, tart and estery throughout. Sugar cookie malt and tropical fruit phenols. Some filminess / oiliness late. Tangy, flavorful, expressive.",,48070,5965,'2013-06-28 00:00:00'
